SK_ID_CURR,TARGET,TARGET_1_PROBA,PAYMENT_RATE,EXT_SOURCE_1,EXT_SOURCE_3,EXT_SOURCE_2,DAYS_BIRTH,INSTAL_AMT_PAYMENT_SUM,AMT_ANNUITY,DAYS_EMPLOYED,CLOSED_AMT_CREDIT_SUM_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,PREV_APP_CREDIT_PERC_VAR,AMT_GOODS_PRICE,DAYS_EMPLOYED_PERC,PREV_APP_CREDIT_PERC_MEAN,ACTIVE_AMT_CREDIT_SUM_SUM,INSTAL_AMT_PAYMENT_MIN,INSTAL_DAYS_ENTRY_PAYMENT_SUM,INSTAL_DPD_MEAN,REGION_POPULATION_RELATIVE,ANNUITY_INCOME_PERC,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,DAYS_REGISTRATION,APPROVED_CNT_PAYMENT_MEAN,APPROVED_DAYS_DECISION_MAX,PREV_CNT_PAYMENT_MEAN,INSTAL_PAYMENT_DIFF_MEAN,ACTIVE_DAYS_CREDIT_MAX,DAYS_ID_PUBLISH,PREV_DAYS_DECISION_MAX,ACTIVE_AMT_CREDIT_SUM_MEAN,CLOSED_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,CLOSED_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_MAX,AMT_CREDIT,PREV_APP_CREDIT_PERC_MIN,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,BURO_DAYS_CREDIT_ENDDATE_MEAN,DAYS_LAST_PHONE_CHANGE,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,INSTAL_DBD_SUM,OWN_CAR_AGE,INSTAL_DBD_MEAN,INSTAL_DBD_MAX,POS_MONTHS_BALANCE_SIZE,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,INCOME_CREDIT_PERC,BURO_DAYS_CREDIT_ENDDATE_MAX,CODE_GENDER
101349,0.0,0.0,0.032376,,0.475849908720221,0.7194632210235494,-18037,3364543.665,36423.0,-2052.0,,-275.0,0.0033521867257267,1125000.0,0.1137661473637522,0.9127095529396412,540000.0,0.9,-23168.0,1.3,0.019101,0.1798666666666666,,-855.0,22.0,-588.0,34.5,-21950.746500000005,-1361.0,-1539,-42.0,540000.0,,465.0,,-1361.0,1125000.0,0.8347245409015025,-14.0,465.0,-1225.0,,465.0,407.0,,13.566666666666666,32.0,31.0,465.0,0.18,465.0,1
101350,0.0,0.0,0.0965106007067137,,0.0005272652387098,0.1299154239349824,-21031,46004.94,7866.0,,35640.0,-116.0,,72000.0,,1.0,,2.88,-940.0,1.0,0.030755,0.1456666666666666,,-1284.0,6.0,-244.0,6.0,1284.27,,-2346,-244.0,,-2039.0,,-1949.0,-1560.0,81504.0,1.0,,-1662.5,0.0,21410.145,,64.0,,10.666666666666666,33.0,6.0,,0.6625441696113075,-1376.0,1
101351,0.0,0.0,0.0671796206123232,0.3557065723522414,0.633031641417419,0.642445258543384,-10866,366394.86,24399.0,-2235.0,168687.0,-90.0,0.0041475552365676,328500.0,0.2056874654886802,0.9944892154808004,,4133.34,-17793.0,0.0,0.010006,0.1549142857142857,,-1385.0,13.333333333333334,-294.0,11.5,0.0,,-3338,-294.0,,-507.0,,-181.0,-507.0,363190.5,0.9154155986818016,,-499.6666666666667,-2143.0,0.0,,451.0,3.0,22.55,66.0,21.0,,0.4336567173425516,-181.0,1
101352,0.0,0.0,0.0324964048992545,,0.7700870700124128,0.2814985881806361,-13914,1746687.015,17694.0,-2726.0,183849.534,-23.0,2.5469089308101736,454500.0,0.1959177806525801,1.4630172934703116,,7222.455,-102039.0,0.0147058823529411,0.010032,0.07864,,-3303.0,22.33333333333333,-169.0,20.1,0.0,,-5207,-169.0,,-69.0,,-29.0,-69.0,544491.0,0.8662208516683414,,-1069.6,-168.0,0.0,,471.0,,6.926470588235294,24.0,73.0,,0.4132299707433181,-29.0,1
101353,0.0,0.1717268436937888,0.05106,0.3701754147804709,0.7713615919194317,0.7222046940883718,-18391,670208.535,45954.0,,593291.25,-466.0,0.0141205248172874,900000.0,,1.0127844357104456,1728000.0,8327.925,-34831.0,0.0,0.04622,0.12765,,-7510.0,8.5,-755.0,8.5,0.0,-1112.0,-1915,-755.0,1728000.0,-1325.0,705.0,488.0,-1112.0,900000.0,0.8434785053560885,-20.0,-522.4,-2053.0,5449.5,705.0,391.0,3.0,16.291666666666668,42.0,27.0,705.0,0.4,705.0,0
101354,1.0,0.6535417380045562,0.0922185139645178,0.2044471573793336,0.511891801533151,0.4250458833934941,-11049,36336.825,23625.0,-868.0,91144.5,-33.0,,207000.0,0.0785591456240383,0.8834221123834467,841500.0,5190.975,-867.0,0.0,0.035792,0.35,,-5191.0,10.0,-242.0,10.0,0.0,-666.0,-1407,-242.0,280500.0,-913.0,342.0,-548.0,-666.0,256185.0,0.8834221123834467,-39.66666666666666,5056.6,-242.0,3837.45375,27225.0,69.0,,9.857142857142858,13.0,7.0,13783.5,0.2634814684700509,27225.0,1
101355,1.0,0.7795728318880618,0.04247951998259,0.6581624862688094,0.2009260877159709,0.1147600730519566,-18694,445686.21,49189.5,-1737.0,113342.805,-604.0,0.2052347921257536,1035000.0,0.0929175136407403,0.6697901361996279,1567818.0,12244.32,-8893.0,0.0,0.016612,0.21862,,-10795.0,18.0,-623.0,18.0,0.0,-36.0,-2243,-289.0,223974.0,-605.0,-2012.0,491.0,-36.0,1157958.0,0.0,-458.7142857142857,984.0,-296.0,251.5275,27240.0,172.0,5.0,14.333333333333334,19.0,14.0,4537.333333333333,0.1943075655593726,27240.0,0
101356,0.0,0.1881042544432105,0.0442788500692238,,0.6397075677637197,0.4906381856158077,-23689,371185.02,24466.5,,,-508.0,0.0168835049966332,477000.0,,0.9033239356300432,900000.0,4453.83,-64853.0,0.0,0.010006,0.21748,,-9734.0,12.0,-682.0,15.0,0.0,-637.0,-4498,-682.0,450000.0,,-92.0,,-637.0,552555.0,0.7378803158127751,-127.0,180.0,-2121.0,,452.0,797.0,,22.77142857142857,45.0,37.0,180.0,0.2035996416646306,452.0,1
101357,0.0,0.0,0.0979151943462897,0.8703792437914173,,0.6651237981361401,-22928,134271.495,24939.0,,,-1970.0,0.0149687919483066,225000.0,,1.024598707525537,,5246.01,-42415.0,0.3684210526315789,0.028663,0.326,,-6646.0,12.0,-2326.0,12.0,0.0,,-4148,-2326.0,,,,,,254700.0,0.9380863039399624,,,0.0,,,342.0,,18.0,38.0,20.0,,0.3003533568904594,,1
101358,0.0,0.0,0.05,,0.8245949709919925,0.1058746045611148,-13964,,29250.0,,348750.0,,,585000.0,,,,,,,0.020713,0.0866666666666666,,-115.0,,,,,,-4746,,,-1744.0,,-1369.0,-1744.0,585000.0,,,-1763.0,-325.0,0.0,,,,,,,,0.5769230769230769,-1369.0,1
101359,0.0,0.0,0.05,,0.3108182544189319,0.2102355742550782,-9533,243541.305,9000.0,-1183.0,199242.9,-47.0,0.0021607050897647,180000.0,0.1240952480855974,0.9820861741309076,1654200.0,4538.655,-21824.0,0.0689655172413793,0.0105,0.08,,-1435.0,13.333333333333334,-98.0,8.0,-621.5741379310346,-220.0,-2202,-98.0,551400.0,-430.0,1476.0,-304.0,-220.0,180000.0,0.8993762390600067,-116.33333333333331,289.6666666666667,0.0,6694.545000000001,1606.0,305.0,,10.517241379310343,30.0,31.0,1541.0,0.625,1606.0,1
101360,1.0,1.0,0.0440400667779632,,,0.0214142412025578,-21167,51629.895,11871.0,,200531.25,-583.0,,225000.0,,1.0,16200.0,12959.415,-1830.0,0.0,0.018029,0.2528515288028372,,-3213.0,4.0,-667.0,4.0,0.0,-58.0,-4531,-667.0,16200.0,-100.0,34.0,237.0,-58.0,269550.0,1.0,-23.0,46.0,-667.0,,34.0,15.0,,5.0,8.0,4.0,34.0,0.1741736227045075,237.0,0
101361,0.0,0.0,0.05,,,0.2446901896066944,-9808,,6750.0,-1351.0,,,,135000.0,0.1377446982055465,,,,,,0.018801,0.06,,-3741.0,,,,,,-2467,,,,,,,135000.0,,,,0.0,,,,,,,,,0.8333333333333334,,1
101362,0.0,0.3777747369506777,0.03226,0.6090207550775935,0.3474182272002641,0.5511942707630505,-10317,53924.985,14517.0,-2481.0,60210.0,-672.0,0.0068289943450547,450000.0,0.2404768828147717,0.9586811352253756,1032916.5,5460.255,-6231.0,0.0,0.0066709999999999,0.1613,,-3407.0,10.0,-905.0,17.5,0.0,-203.0,-2978,-152.0,172152.75,-711.0,356.0,-733.0,-203.0,450000.0,0.8347245409015025,-81.83333333333333,2893.4,-905.0,85.5,30908.0,79.0,,9.875,17.0,9.0,5740.833333333333,0.2,30908.0,1
101363,1.0,0.9090323522073392,0.0544141344383057,,,0.0548672795104247,-11124,51587.37,42547.5,-1907.0,,-80.0,,675000.0,0.1714311398777418,1.0,,5154.93,-2089.0,0.0,0.007114,0.1350714285714285,,-5155.0,10.0,-366.0,10.0,0.0,,-3688,-366.0,,,,,,781920.0,1.0,,,0.0,,,109.0,,10.9,17.0,10.0,,0.402854511970534,,0
101364,0.0,0.0,0.0293398533007334,,0.6642482627052363,0.2629358786975408,-20385,221562.81,37800.0,,450000.0,-496.0,,1125000.0,,1.0,1242000.0,1.35,-2771.0,0.4,0.007114,0.21,,-755.0,12.0,-629.0,12.0,3982.77,-8.0,-2106,-629.0,414000.0,-1621.0,904.0,-525.0,-8.0,1288350.0,1.0,-30.666666666666668,741.0,-629.0,,1453.0,33.0,5.0,6.6,26.0,6.0,1163.0,0.13971358714635,1453.0,0
101365,0.0,0.0595846024557541,0.0698450740392022,0.7104509684204358,,0.698811989203456,-19644,1680507.045,36720.0,-5639.0,,-187.0,0.0088214717846216,450000.0,0.2870596619833028,0.9193936179572698,67500.0,7203.42,-32227.0,0.2777777777777778,0.04622,0.1632,,-8156.0,11.333333333333334,-674.0,11.333333333333334,-5145.704999999999,-371.0,-3198,-674.0,67500.0,,30886.0,,-371.0,525735.0,0.8507455507455507,-352.0,30886.0,-2114.0,,30886.0,583.0,,16.194444444444443,66.0,36.0,30886.0,0.4279722673970726,30886.0,1
101366,0.0,0.2695733985665672,0.0324736842105263,0.6485997623492777,,0.3716301173096265,-18836,270925.515,19435.5,-1714.0,,-188.0,,450000.0,0.0909959651730728,0.9266169154228856,,23262.705,-1951.0,0.0,0.006852,0.17276,,-630.0,12.0,-390.0,12.0,0.0,,-2357,-390.0,,,,,,598500.0,0.9266169154228856,,,-390.0,,,82.0,,11.714285714285714,16.0,8.0,,0.18796992481203,,1
101367,1.0,0.6806431561409585,0.0794501822600243,0.6532935050817775,,0.1463384162285791,-8889,26546.76,23539.5,-166.0,,-179.0,,225000.0,0.0186747665654179,1.0,,3326.895,-1954.0,0.0,0.030755,0.20924,,-3640.0,8.0,-378.0,8.0,0.0,,-557,-378.0,,,,,,296280.0,1.0,,,0.0,,,232.0,,33.142857142857146,38.0,8.0,,0.3797083839611178,,1
101368,0.0,0.1327770623473332,0.0792,0.676367796906397,0.622922000268356,0.7094306306926429,-14468,53092.26,53460.0,-3525.0,1180607.832,-1582.0,,675000.0,0.2436411390655239,1.2429964722971572,900000.0,86.4,-22748.0,2.4,0.072508,0.1188,,-4438.0,8.0,-1719.0,8.0,1769.0220000000004,-649.0,-3473,-1719.0,900000.0,-262.0,82.0,188.0,-262.0,675000.0,1.2429964722971572,-6.0,-538.6,-1719.0,0.0,82.0,207.0,8.0,20.7,74.0,10.0,82.0,0.6666666666666666,188.0,0
101369,0.0,0.0,0.0794423214712204,0.4268735637439353,0.5937175866150576,0.4038066028810246,-10361,84315.55500000001,23949.0,-623.0,,-6.0,,238500.0,0.0601293311456423,1.1111111111111112,1935000.0,865.35,-2923.0,1.2777777777777777,0.010147,0.1400526315789473,,-1497.0,12.0,-374.0,12.0,2341.8875000000003,-118.0,-3039,-374.0,967500.0,,613.0,,-118.0,301464.0,1.1111111111111112,-20.0,3199.0,-374.0,,5785.0,222.0,17.0,12.333333333333334,31.0,12.0,3199.0,0.5672319082875568,5785.0,1
101370,0.0,0.0,0.0355336676217765,0.0779624829757005,0.4135967602644276,0.5704038094845141,-12083,755716.0950000001,44644.5,-623.0,68881.5,-168.0,0.2536324639875808,900000.0,0.0515600430356699,0.5479545301355869,733500.0,348.57,-32292.0,0.0652173913043478,0.030755,0.3307,,-2558.0,20.0,-523.0,12.0,89.47858695652175,-95.0,-4314,-241.0,366750.0,-1275.0,928.0,-544.0,-95.0,1256400.0,0.0,-38.5,583.3333333333334,-1276.0,,1366.0,649.0,,14.108695652173912,47.0,49.0,1147.0,0.1074498567335243,1366.0,0
101371,0.0,0.0,0.0331756676636055,0.463059218968892,0.1376544619182607,0.4406015980587172,-18461,426673.44,33993.0,-832.0,122244.984,-29.0,0.0147437068169879,918000.0,0.0450679811494501,1.0460930328356992,945000.0,710.19,-112446.0,1.2857142857142858,0.035792,0.1079142857142857,0.0,-6085.0,18.8,-260.0,18.8,981.88,-232.0,-1974,-260.0,315000.0,-527.0,932.0,-254.0,-232.0,1024636.5,0.8535327619405677,-224.0,-484.0,-2875.0,7737.705000000001,932.0,288.0,,4.571428571428571,46.0,46.0,932.0,0.307426096962191,932.0,0
101372,0.0,0.0,0.0999293286219081,0.7015658649637986,0.6397075677637197,0.7335216416596809,-13418,210272.31,12726.0,-6589.0,84718.5,-688.0,0.0061316231423815,112500.0,0.49105678938739,1.2421444903141312,1134000.0,8184.195,-37231.0,0.0,0.019101,0.05656,,-1520.0,6.25,-801.0,6.25,0.0,-156.0,-4084,-801.0,567000.0,-372.0,776.0,177.0,-156.0,127350.0,1.1388674587255054,-33.0,251.4,-1691.0,0.0,1670.0,339.0,9.0,13.56,19.0,29.0,1223.0,1.7667844522968197,1670.0,0
101373,1.0,1.0,0.072999019928128,,0.6161216908872079,0.260325228737672,-16476,1789809.075,40221.0,-2514.0,317778.75,-268.0,0.1648991262729836,450000.0,0.1525855790240349,0.8049604785788773,1369064.475,36.0,-74356.0,0.3055555555555556,0.020713,0.2291794871794872,0.0,-8464.0,16.5,-854.0,21.0,31.25,-245.0,-29,-97.0,684532.2375,-478.0,1581.0,1348.0,-245.0,550980.0,0.0,-125.0,8.8,-1911.0,0.0,1581.0,379.0,26.0,5.263888888888889,78.0,41.0,1581.0,0.3185233583796145,1581.0,0
101374,1.0,0.6464357576027788,0.0669910094457721,,0.434733248750173,0.3631934949076992,-8661,328597.425,52978.5,-1509.0,,-33.0,0.0068186669479835,675000.0,0.1742293037755455,0.9628795694865604,225000.0,29.61,-9026.0,0.72,0.04622,0.294325,,-1652.0,11.0,-330.0,11.0,1833.345,-288.0,-1274,-330.0,225000.0,,-170.0,,-288.0,790830.0,0.904490071509683,-217.0,-170.0,-716.0,,-170.0,169.0,,6.76,36.0,23.0,-170.0,0.227608967793331,-170.0,0
101375,0.0,0.0,0.0360725978797544,0.4506407408739503,0.5388627065779676,0.7267051455739335,-15532,214606.08,30838.5,-4039.0,195363.54,-41.0,0.0283007707803576,738000.0,0.2600437805820242,0.9921653121031088,187695.0,16508.16,-2721.0,0.0,0.010006,0.1522888888888889,,-4923.0,24.0,-413.0,42.0,0.0,-222.0,-3979,-138.0,187695.0,-998.0,325.0,-632.0,-222.0,854901.0,0.8732099196646874,-5.0,-990.2,-413.0,0.0,325.0,251.0,,19.307692307692307,31.0,13.0,325.0,0.2368695322616303,325.0,1
101376,0.0,0.0,0.0322528287887219,,,0.6021053473256154,-20518,81992.565,18778.5,-4891.0,,-1068.0,,486000.0,0.2383760600448387,1.011030703295159,,141.03,-22062.0,4.222222222222222,0.030755,0.1391,,-3.0,12.0,-1404.0,12.0,2277.99,,-3976,-1404.0,,,,,,582228.0,1.011030703295159,,,-1404.0,,,214.0,,11.88888888888889,38.0,13.0,,0.2318679280281951,,1
101377,0.0,0.0,0.0804245484892579,,0.7662336700704004,0.6454485016867121,-16475,248391.495,42282.0,-1701.0,172066.5,-702.0,0.0003490684510171,450000.0,0.103247344461305,1.0132111402047133,,11664.09,-22233.0,0.8,0.019101,0.3132,,-1106.0,10.0,-988.0,10.0,0.0,,-20,-988.0,,-532.0,,-48.0,-532.0,525735.0,1.0,,-200.0,-1556.0,0.0,,149.0,,7.45,15.0,23.0,,0.2567833604382436,-48.0,0
101378,0.0,0.0,0.1059666666666666,0.5492291625807495,0.7503751495159068,0.5479193021733637,-15312,1093410.72,14305.5,-2420.0,104222.25,-101.0,0.0291043907293087,135000.0,0.1580459770114942,1.0031437819943785,,31.95,-58287.0,3.117647058823529,0.018209,0.2119333333333333,,-3590.0,11.2,-157.0,11.2,-4908.502058823529,,-4233,-157.0,,-1015.0,,-832.0,-1015.0,135000.0,0.7780976623723086,,-1289.25,-1773.0,0.0,,732.0,,14.352941176470589,72.0,37.0,,0.5,-832.0,1
101379,0.0,0.0,0.0269049567044925,0.4844701647545148,0.228883416700673,0.4600042402487904,-13825,1278139.14,39807.0,-6100.0,71644.995,-28.0,0.1778237596672623,1260000.0,0.4412296564195298,0.8562799235940561,481427.415,1.71,-244632.0,0.76,0.031329,0.17692,0.3763440860215054,-6754.0,7.333333333333333,-1063.0,23.5,328.13845714285713,-33.0,-4194,-64.0,68775.345,-391.0,40.0,-34.0,-33.0,1479541.5,0.0,-15.714285714285714,3153.7,-269.0,0.0,31123.0,474.0,,2.7085714285714286,74.0,40.0,4611.142857142857,0.1520741391843351,31123.0,1
101380,0.0,0.1844504750064417,0.0561,,0.8038850611746273,0.4795779954058346,-18239,107689.995,27769.5,-3527.0,72380.89285714286,-652.0,,495000.0,0.1933768298700586,0.9191268295119636,,10810.26,-7198.0,0.0,0.003069,0.1714166666666666,,-6069.0,10.0,-928.0,10.0,0.0,,-1749,-928.0,,-592.0,,-196.0,-592.0,495000.0,0.9191268295119636,,-1603.428571428571,-928.0,11942.01,,250.0,8.0,27.77777777777778,38.0,11.0,,0.3272727272727272,-196.0,1
101381,0.0,0.0,0.0379549701877725,,0.5656079814115492,0.5738832969364318,-19275,930597.39,19192.5,-2376.0,294286.5,-9.0,0.1388876849588549,355500.0,0.1232684824902723,0.840302759211332,,0.405,-47424.0,0.6704545454545454,0.008625,0.1470689655172413,0.4761904761904761,-13401.0,13.666666666666666,-225.0,11.714285714285714,200.65346590909093,,-2796,-225.0,,-1033.0,,-301.0,-1033.0,505665.0,0.0,,-1151.5,-1836.0,,,334.0,,3.7954545454545454,35.0,44.0,,0.2580759989320993,-301.0,1
101382,1.0,1.0,0.0545414833536147,,0.5495965024956946,0.4063941451178506,-8757,167935.275,23598.0,-751.0,,-854.0,,373500.0,0.0857599634578051,0.9632327029249385,1800000.0,12944.7,-8555.0,0.0,0.0105,0.154235294117647,,-1195.0,12.0,-1086.0,12.0,-2120.2,-301.0,-1206,-1086.0,900000.0,,1674.0,,-301.0,432661.5,0.9632327029249385,-13.5,1674.0,-1086.0,5139.72,1674.0,80.0,,8.88888888888889,12.0,9.0,1674.0,0.3536251781126816,1674.0,1
101383,0.0,0.2403138421878728,0.0616578599735799,,0.6446794549585961,0.6087030719394882,-23973,3358130.985,16803.0,,170640.0,-30.0,0.0043342775726746,225000.0,,0.9158940834134088,983080.575,68.265,-287179.0,0.2073732718894009,0.020713,0.1244666666666666,,-12199.0,22.5,-175.0,24.428571428571427,198.12815668202768,-558.0,-5163,-175.0,491540.2875,-875.0,1268.0,-145.0,-558.0,272520.0,0.8347245409015025,-18.0,914.75,-2412.0,0.0,1268.0,2326.0,10.0,10.71889400921659,60.0,224.0,1268.0,0.4953764861294584,1268.0,0
101384,0.0,0.0,0.0380834891957499,,0.0604436913265675,0.2141579307246969,-10238,170380.575,12919.5,-1669.0,54675.0,-44.0,0.0125067390363683,238500.0,0.1630201211174057,0.92092175066313,71775.0,350.775,-4602.0,0.0,0.035792,0.11484,1.3333333333333333,-1893.0,3.0,-237.0,3.0,0.0,-301.0,-1910,-237.0,71775.0,-449.0,31083.0,-270.0,-301.0,339241.5,0.84184350132626,-27.0,15406.5,-237.0,,31083.0,68.0,,3.7777777777777777,10.0,7.0,31083.0,0.3316221629723958,31083.0,0
101385,0.0,0.0,0.0643188405797101,0.2461180537975123,0.6658549219640212,0.6187751535831528,-12068,711999.36,19971.0,-1760.0,45000.0,-609.0,0.1498476495633671,310500.0,0.1458402386476632,0.8590940470073494,758250.0,2817.405,-115307.0,0.0,0.028663,0.1268,,-218.0,9.5,-978.0,9.5,0.0,-609.0,-4191,-978.0,758250.0,-1080.0,1217.0,12730.0,-609.0,310500.0,0.0,-13.0,6973.5,-1566.0,,1217.0,908.0,,13.159420289855072,80.0,75.0,1217.0,0.5072463768115942,12730.0,0
101386,0.0,0.0,0.05454,,,0.5829003011256835,-21984,2526798.105,24543.0,,,-551.0,0.0677546271891781,450000.0,,0.8684371822357846,,12.555,-122600.0,2.1219512195121952,0.0145199999999999,0.1880689655172413,,-3466.0,28.0,-804.0,32.142857142857146,3010.793597560976,,-4126,-166.0,,,,,,450000.0,0.0,,,-804.0,,,755.0,19.0,9.207317073170731,35.0,69.0,,0.29,,0
101387,0.0,0.0,0.03563,,0.5046813193144684,0.5720213199459027,-18142,,16033.5,-2228.0,112500.0,,,450000.0,0.1228089516040127,,,,,,0.026392,0.17815,,-10125.0,,,,,,-1694,,,-2331.0,,-1236.0,-2331.0,450000.0,,,-1236.0,0.0,93285.0,,,1.0,,,,,0.2,-1236.0,0
101388,0.0,0.0,0.0542472375690607,0.1494721367845665,0.4188542886233217,0.2392156704605939,-11513,122782.455,28278.0,-1437.0,90000.0,-2043.0,0.013314996216678,450000.0,0.1248154260401285,0.9448531615597496,2758500.0,12233.25,-21907.0,0.0,0.010276,0.2094666666666666,,-5994.0,10.0,-2339.0,23.0,0.0,-192.0,-3139,-94.0,459750.0,-507.0,540.0,12718.0,-192.0,521280.0,0.8632596685082873,-33.833333333333336,1936.2,-94.0,0.0,1520.0,177.0,,17.7,29.0,10.0,1155.3333333333333,0.2589779005524862,12718.0,1
101389,0.0,0.0,0.0730130250429513,,0.326475210066026,0.7024309001366358,-17406,665434.44,38821.5,-434.0,92134.0575,-35.0,0.0070087803150735,459000.0,0.0249339308284499,0.9317718024946652,1192500.0,8.37,-38731.0,0.5,0.04622,0.1437833333333333,2.2857142857142856,-9955.0,9.0,-478.0,9.6,757.6091666666666,-83.0,-867,-271.0,397500.0,-758.0,1664.0,-576.0,-83.0,531706.5,0.8170602173380178,-11.0,2812.75,-4.0,0.0,10876.0,268.0,7.0,4.962962962962963,39.0,40.0,6270.0,0.5077989454708566,10876.0,0
101390,0.0,0.0,0.0360370828388124,0.8377485167995399,,0.3626878842202213,-18131,724020.93,39078.0,-199.0,,-18.0,0.3504995813515364,823500.0,0.0109756770172632,0.6736764061604825,,77.985,-134577.0,0.6944444444444444,0.002134,0.5789333333333333,0.0,-4906.0,9.333333333333334,-421.0,9.333333333333334,0.0,,-809,-421.0,,,,,,1084383.0,0.0,,,-421.0,,,906.0,,8.38888888888889,30.0,25.0,,0.0622473793853278,,1
101391,0.0,0.0,0.0266613924050632,,0.25533177083329,0.6385883839883059,-12255,124478.1,12132.0,-270.0,367501.5,-2106.0,0.0057067618597517,360000.0,0.02203182374541,1.1645281582952816,4167472.5,5.715,-55314.0,0.6521739130434783,0.0196889999999999,0.0898666666666666,,-1133.0,10.0,-2410.0,10.0,1053.481304347826,-111.0,-3536,-2410.0,595353.2142857143,-742.0,972.0,1084.0,-111.0,455040.0,1.1111111111111112,-21.142857142857142,991.3333333333334,-2410.0,,1715.0,211.0,,9.173913043478262,33.0,21.0,1428.1666666666667,0.2966772151898734,1715.0,1
101392,0.0,0.0,0.0425972558894824,,0.8182475079127519,0.3968247749007724,-19831,551694.465,24435.0,-717.0,219053.25,-8.0,0.0076958634434285,463500.0,0.0361555140940951,0.9545931913009156,,8283.555,-21557.0,0.0,0.035792,0.3016666666666667,,-793.0,10.4,-277.0,10.4,0.0,,-3136,-277.0,,-1144.0,,-839.0,-1144.0,573628.5,0.9044706693082952,,-1062.6666666666667,-879.0,,,1301.0,3.0,26.551020408163264,75.0,53.0,,0.1412063731143065,-839.0,1
101393,0.0,0.0,0.0293687677660966,,0.6496203111237195,0.6572370053337676,-15466,298103.895,29290.5,-7023.0,158754.225,-18.0,0.0013043510386049,832500.0,0.4540928488296909,1.0006856447843409,2369488.5,40.23,-59542.0,0.4242424242424242,0.009175,0.1183454545454545,,-6706.0,9.0,-191.0,9.0,853.718181818182,-264.0,-3965,-191.0,592372.125,-483.0,201.0,-177.0,-264.0,997335.0,0.949842831761651,-55.0,-279.5,-2525.0,2114.69625,1159.0,171.0,16.0,5.181818181818182,38.0,33.0,702.0,0.2481613499977439,1159.0,0
101394,0.0,0.0,0.0331948732531686,,0.7106743858828587,0.2652563401861944,-15597,1122945.57,29416.5,,82777.5,-56.0,0.0927843429529177,765000.0,,0.9395385076442202,112500.0,3148.335,-114560.0,0.0,0.031329,0.26148,,-5131.0,11.818181818181818,-149.0,11.333333333333334,0.0,-1001.0,-2140,-149.0,112500.0,-1756.0,95.0,-1424.0,-1001.0,886176.0,0.0,-9.0,-664.5,-1883.0,,95.0,1328.0,12.0,13.833333333333334,30.0,107.0,95.0,0.1269499512512187,95.0,0
101395,0.0,0.0,0.098,,0.6894791426446275,0.7459397589491884,-21918,2832335.685,22050.0,,104458.365,-25.0,0.1548077424788502,225000.0,,0.8890572271038957,1353375.0,7466.445,-56490.0,0.0158730158730158,0.028663,0.1633333333333333,,-4291.0,15.142857142857142,-78.0,16.25,-1114.2857142857142,-136.0,-4021,-78.0,1353375.0,-457.0,959.0,-154.0,-136.0,225000.0,0.0,-3.0,-953.8571428571428,-1122.0,0.0,959.0,898.0,,14.253968253968257,113.0,66.0,959.0,0.6,959.0,1
101396,0.0,0.0,0.0532755744996293,,,0.6084738739667993,-19768,68864.13,51745.5,-3198.0,50582.7,-1536.0,0.0001322997359129,900000.0,0.1617766086604613,1.0505316116002454,,4596.615,-20794.0,0.0,0.0066709999999999,0.22998,,-5393.0,7.0,-1677.0,7.0,0.0,,-2524,-1677.0,,-2293.0,,-1898.0,-2293.0,971280.0,1.0423983546907134,,-1898.0,-1677.0,5040.0,,325.0,16.0,27.08333333333333,48.0,13.0,,0.2316530763528539,-1898.0,0
101397,0.0,0.0,0.0754551071819002,0.5369266088594192,,0.6595191261945106,-15126,906141.285,14287.5,-1922.0,,-286.0,0.0066651666638471,153000.0,0.1270659791088192,0.9001070007174682,,11084.445,-30340.0,0.0263157894736842,0.003813,0.1058333333333333,,-2605.0,14.0,-610.0,14.0,-5919.013421052632,,-84,-610.0,,,,,,189351.0,0.8245155970867115,,,-610.0,,,432.0,,11.36842105263158,27.0,34.0,,0.7129616426636247,,1
101398,0.0,0.1575025595928104,0.0576,0.8013683389023125,,0.6673896919446497,-22411,274068.315,38880.0,,,-137.0,0.0092930718475292,675000.0,,1.0100830734719322,45000.0,3.96,-16569.0,0.2592592592592592,0.028663,0.3456,,-10264.0,8.666666666666666,-491.0,8.666666666666666,401.0600000000001,-261.0,-4814,-491.0,45000.0,,3392.0,,-261.0,675000.0,0.9191203365032918,-261.0,3392.0,-1144.0,,3392.0,221.0,,8.185185185185185,26.0,30.0,3392.0,0.1666666666666666,3392.0,1
